"data","temp_max_dia","temp_min_dia","umidade_max_dia","umidade_min_dia","vento_medio_dia","chuva_total_dia"
2006-07-25,27.9,22.2,66,45,1.76,0
2006-07-26,27.5,15.6,87,44,1.62083333333333,0.4
2006-07-27,28.2,14.4,87,42,1.54583333333333,0
2006-07-28,29.4,17.5,98,51,1.66666666666667,0
2006-07-29,24.8,13.1,100,60,2.80416666666667,9
2006-07-30,13.3,10.5,NA,NA,2.59583333333333,3
2006-07-31,15.9,10.6,NA,NA,2.04166666666667,11
2006-08-01,15.2,11.5,100,94,1.2625,2.4
2006-08-02,15.4,13.3,100,94,1.85416666666667,0.2
2006-08-03,19.8,13.4,100,76,2.0125,0
2006-08-04,24.1,13.5,100,51,1.2375,0
2006-08-05,26.2,12.9,100,50,1.08333333333333,0
2006-08-06,28.6,14.3,100,41,1.05,0
2006-08-07,28.5,15.1,92,35,1.33333333333333,0
2006-08-08,28.6,15.5,83,38,1.675,0
2006-08-09,27.3,15.7,70,35,2.19583333333333,0
2006-08-10,29.2,19.7,64,41,1.92083333333333,0
2006-08-11,28.2,16.3,93,42,2.12916666666667,0
2006-08-12,28.4,16.2,88,41,1.5625,0
2006-08-13,28.4,16.7,83,44,1.45,0
2006-08-14,28.4,16.6,83,42,1.9375,0
2006-08-15,30.1,18,75,39,1.08571428571429,0
2006-08-16,30.7,17.5,95,38,2.42083333333333,0
2006-08-17,23.3,16.7,99,73,2.2375,0
2006-08-18,24.5,16.7,100,69,2.4375,0
2006-08-19,19,15.8,100,86,2.04166666666667,0
2006-08-20,22.5,15.1,100,51,1.85,0.6
2006-08-21,17.9,11,96,55,2.125,0
2006-08-22,20.5,7.8,92,52,2.38333333333333,0
2006-08-23,25.6,9.1,100,38,1.3625,0
2006-08-24,26.4,11.4,97,43,1.575,0
2006-08-25,28.7,14.4,100,36,2.39583333333333,0
2006-08-26,29.2,15.4,78,36,1.64583333333333,0
2006-08-27,24.3,16.6,100,48,4.29166666666667,3
2006-08-28,23.6,15.2,98,57,1.775,0
2006-08-29,16.7,9.6,100,81,3.45,0
2006-08-30,19.6,8.8,100,55,3.48333333333333,0
2006-08-31,25.9,10.4,100,50,2.95833333333333,0
2006-09-01,26.7,15.3,100,59,2.74166666666667,26
2006-09-02,23.3,14,100,60,3.74583333333333,9.8
2006-09-03,24.4,14.3,96,36,3.05833333333333,0
2006-09-04,16.4,9.1,96,68,2.45416666666667,0.6
2006-09-05,13.9,8,83,54,2.8125,0
2006-09-06,14.5,6.3,95,71,3.14166666666667,0
2006-09-07,21.5,10.6,93,55,3.72916666666667,0
2006-09-08,25.9,12.8,100,49,2.9,0
2006-09-09,27.5,13.7,94,43,2.77083333333333,0
2006-09-10,27,18.1,82,52,1.23333333333333,0
2006-09-11,31.3,15.9,92,40,1.2875,0
2006-09-12,32,18.4,80,37,1.125,0
2006-09-13,32.4,19.1,79,35,1.30833333333333,0
2006-09-14,32,18.5,87,33,1.59166666666667,0
2006-09-15,33.6,19.2,61,33,1.95,0
2006-09-16,29.6,15.2,100,40,2.825,3.4
2006-09-17,22.5,13.9,100,75,2.15416666666667,6.4
2006-09-18,22.4,15.6,100,70,2.35833333333333,9.4
2006-09-19,24.7,14.7,100,52,2.55416666666667,0
2006-09-20,25.7,16.7,100,66,2.5625,6
2006-09-21,23.9,16.7,98,62,2.925,0
2006-09-22,24.7,14.4,96,55,1.62083333333333,0
2006-09-23,28.6,14.4,100,52,2.21666666666667,3.6
2006-09-24,17.9,13.3,100,86,2.4375,1.2
2006-09-25,15.8,12.9,100,90,2.4125,0
2006-09-26,18.8,12.9,99,75,3.54166666666667,0
2006-09-27,24.9,14.1,100,55,3.42083333333333,0
2006-09-28,28.4,13.6,100,42,1.70909090909091,0
2006-09-29,22.6,15.7,100,63,2.26666666666667,0.8
2006-09-30,18.9,14.8,100,87,2.7375,9.2
2006-10-01,21.3,15.5,100,83,2.7,2
2006-10-02,26.2,17.3,100,64,2.09583333333333,4.2
2006-10-03,28.5,17.9,100,51,1.92083333333333,0
2006-10-04,29,17.4,100,60,2.47083333333333,0
2006-10-05,28.9,18.8,100,44,2.06521739130435,8.6
2006-10-06,24.5,17.2,91,67,1.8125,0.2
2006-10-07,24.5,16.5,96,66,1.7125,2.6
2006-10-08,24.2,17.1,93,54,2.12083333333333,0
2006-10-09,25.6,16.7,90,53,2.875,0
2006-10-10,26.2,17.6,95,54,2.95416666666667,14.2
2006-10-11,28.6,17.7,92,36,1.85833333333333,0.2
2006-10-12,25,20.5,87,52,1.27916666666667,0.6
2006-10-13,23,18.2,96,71,1.7125,1.2
2006-10-14,27.2,18.5,92,52,2.0375,0
2006-10-15,31.6,18.9,87,36,2.48333333333333,0
2006-10-16,25.8,19.1,96,62,1.54166666666667,34.8
2006-10-17,20.4,16.7,96,79,2.61666666666667,0.2
2006-10-18,19,15.8,96,79,2.33333333333333,1
2006-10-19,18,15.5,96,86,2.04583333333333,19.8
2006-10-20,19.7,14.5,94,67,2.55833333333333,0
2006-10-21,20.2,13.7,91,55,3.30416666666667,0
2006-10-22,25.3,11.6,86,24,2.77083333333333,0
2006-10-23,23.2,12.2,89,34,3.225,0
2006-10-24,26.2,15.2,84,40,3.29166666666667,0
2006-10-25,29.1,15.6,89,34,1.9125,0
2006-10-26,29.8,18.6,80,38,2.84166666666667,0
2006-10-27,27,16.3,93,48,2.22083333333333,1
2006-10-28,26.4,14.7,86,32,2.29583333333333,0
2006-10-29,25.2,15.1,82,47,2.55416666666667,0
2006-10-30,31.8,15.5,89,22,2.14583333333333,0
2006-10-31,33.1,17.6,88,23,1.74166666666667,0
2006-11-01,27,19.2,95,61,1.77916666666667,27.8
2006-11-02,25.8,20.2,94,66,2.45416666666667,8.2
2006-11-03,27.9,19.3,93,54,1.3125,0.2
2006-11-04,26.4,19.3,94,57,3.0125,0
2006-11-05,26.6,17.2,87,44,3.6125,0
2006-11-06,28.7,16.8,96,51,3.325,16.8
2006-11-07,21.6,15.5,94,59,2.99166666666667,1
2006-11-08,20.2,14.5,93,59,3.02916666666667,0
2006-11-09,21.8,12.9,87,48,2.87083333333333,0
2006-11-10,18.2,11.7,92,49,3.0625,3.4
2006-11-11,20.9,13.1,90,42,3.16521739130435,0
2006-11-12,21.9,12.5,90,52,2.99166666666667,0
2006-11-13,22.2,14.4,86,54,3.9375,0
2006-11-14,22.9,15.5,90,58,3.60833333333333,0.2
2006-11-15,28.1,16.5,90,34,1.95833333333333,5
2006-11-16,30.1,17.2,90,31,2.01666666666667,0
2006-11-17,32.7,19.5,80,29,1.85,0
2006-11-18,28.6,22,83,45,1.6125,0
2006-11-19,29.7,16.6,97,51,2.00833333333333,30.2
2006-11-20,26.7,17.2,97,56,2.15416666666667,6.6
2006-11-21,21.1,17.3,95,72,2.27083333333333,0.2
2006-11-22,28.2,15.2,93,38,2.32916666666667,0
2006-11-23,27.9,16.9,81,29,2.35,0
2006-11-24,32.8,16,85,28,2.54166666666667,0
2006-11-25,31.6,18.9,97,38,2.23333333333333,56
2006-11-26,25.1,19.4,97,70,1.90416666666667,26
2006-11-27,27.2,19.3,97,57,1.525,31.6
2006-11-28,27.7,20,90,57,2.19166666666667,1.6
2006-11-29,28.8,21,92,51,1.56666666666667,3
2006-11-30,24,18.8,94,70,2.71666666666667,1.8
2006-12-01,24,16.8,93,54,3.7875,0.2
2006-12-02,28.4,17.2,85,43,3.89166666666667,0
2006-12-03,30.8,18.2,91,40,2.31666666666667,0
2006-12-04,27.6,19.7,97,60,1.875,53.2
2006-12-05,28.6,19.5,90,52,1.75652173913043,0.8
2006-12-06,27.4,18.2,96,61,3.00833333333333,21.6
2006-12-07,24.8,18.1,94,61,2.2875,1
2006-12-08,27.4,17.5,87,42,2.475,0
2006-12-09,25.1,17.4,93,62,2.4125,0
2006-12-10,24.6,18.3,88,66,2.75,0
2006-12-11,23.4,17.5,85,64,3.54166666666667,0
2006-12-12,24.5,17.6,87,58,3.57083333333333,0
2006-12-13,27.8,18.2,92,53,3.2,0.4
2006-12-14,29,20.3,89,51,2.5375,0.2
2006-12-15,30.4,20.5,95,49,1.9375,13.4
2006-12-16,31.8,18.2,96,41,1.725,0
2006-12-17,31.9,20.3,89,34,1.63333333333333,2.2
2006-12-18,31.8,21.1,93,39,2.28695652173913,40.4
2006-12-19,30.8,20.3,90,43,2.32916666666667,0
2006-12-20,28.6,20,94,56,2.8375,32.4
2006-12-21,27.3,21.6,85,58,4,0
2006-12-22,27.8,21,95,55,2.82916666666667,19.8
2006-12-23,27.1,20.5,96,64,1.6125,28
2006-12-24,28.5,20.2,94,55,2.0875,6.2
2006-12-25,31.3,20.9,88,43,3.17083333333333,2.2
2006-12-26,29.6,20.5,88,44,3.19166666666667,5.2
2006-12-27,28.7,19.3,96,53,1.74583333333333,37.2
2006-12-28,27.6,20.4,93,56,2.57916666666667,0
2006-12-29,26.1,18.7,89,61,2.9625,0.6
2006-12-30,28,19.3,95,54,2.59583333333333,16
2006-12-31,25.5,19.5,96,68,2.8125,43.8
2007-01-01,25.2,17.8,96,64,2.61666666666667,1
2007-01-02,25.7,19.1,94,62,2.3625,2.6
2007-01-03,27,19.8,95,58,1.60416666666667,16
2007-01-04,25.3,20.2,95,70,0,25.6
2007-01-05,23.4,20.2,95,76,0,13
2007-01-06,25.2,20.3,89,68,0,2.2
2007-01-07,28.9,20.5,91,54,0,2.6
2007-01-08,26.1,20.1,94,65,0,8.2
2007-01-09,26.5,19.7,89,64,0,0
2007-01-10,28.6,19,91,50,0,0
2007-01-11,31.2,18.3,89,30,0.883333333333333,0
2007-01-12,29.4,19.5,73,44,2.72916666666667,0
2007-01-13,26.1,19.5,93,60,2.00833333333333,2
2007-01-14,29.7,19,89,27,1.80416666666667,0
2007-01-15,25.2,19.4,76,42,2.39583333333333,0
2007-01-16,27,17.6,88,38,3.225,0
2007-01-17,26.6,18,94,60,2.85,11.2
2007-01-18,24.3,20.9,92,77,3.60833333333333,14.2
2007-01-19,30,20.5,89,54,2.76666666666667,0
2007-01-20,26.2,21.1,88,68,1.80833333333333,1.6
2007-01-21,25.9,19.8,95,68,2.3375,23
2007-01-22,22.4,18,95,71,2.50416666666667,2.2
2007-01-23,25.1,17.8,89,59,2.13333333333333,0
2007-01-24,30.2,18.4,87,39,2.1,2.6
2007-01-25,29.1,19.3,92,51,1.99166666666667,3.6
2007-01-26,29.6,20.5,95,50,2.20833333333333,18.8
2007-01-27,28.2,21.2,94,60,2.72916666666667,0.2
2007-01-28,28.7,21.5,89,53,2.89583333333333,0.4
2007-01-29,27.7,20.9,92,61,2.77083333333333,14
2007-01-30,27,19.6,94,62,1.87916666666667,12.6
2007-01-31,26.4,19.9,91,61,2.13333333333333,0
2007-02-01,32.4,20.1,88,38,2.25,0
2007-02-02,28.3,21.1,87,52,1.97916666666667,0
2007-02-03,29.1,19.5,88,35,2.12083333333333,0
2007-02-04,29.2,17.9,89,38,2.80416666666667,0
2007-02-05,31.8,19,90,38,2.20869565217391,0
2007-02-06,30,19.6,95,46,2.05,20.4
2007-02-07,30.6,20.4,96,48,2.4375,64.2
2007-02-08,26.8,20.3,96,67,1.54583333333333,56.4
2007-02-09,28,20.8,94,58,1.17916666666667,3
2007-02-10,29.9,22,90,45,1.45833333333333,0.2
2007-02-11,26.4,18.8,93,54,2.59166666666667,5.6
2007-02-12,23.8,17.3,94,47,3.01666666666667,2.2
2007-02-13,25.5,15.9,88,42,3.0375,0
2007-02-14,27.6,16.7,85,42,2.93333333333333,0
2007-02-15,28.2,17.1,90,42,3.00833333333333,0.6
2007-02-16,30.2,18.5,91,32,2.4375,0
2007-02-17,32.5,18.9,89,31,1.9125,0
2007-02-18,32.7,18.4,96,40,1.75,30.2
2007-02-19,29.8,19.1,96,46,1.54166666666667,39.4
2007-02-20,30.8,21.3,91,46,2.11666666666667,0.2
2007-02-21,30.8,21.6,90,39,2.1875,0
2007-02-22,32.3,20.6,90,27,2.15416666666667,0
2007-02-23,32.7,20.6,81,26,1.7,0
2007-02-24,32.1,21,79,30,2.1625,0
2007-02-25,32.2,18.8,96,32,1.55652173913043,42.6
2007-02-26,29,19.2,89,43,1.65833333333333,7.6
2007-02-27,25.2,18.7,92,69,1.29166666666667,6.2
2007-02-28,29.1,20.6,90,45,1.07916666666667,0
2007-03-01,31.6,21.1,86,32,1.54583333333333,0.2
2007-03-02,31.4,20.3,80,27,1.60833333333333,0
2007-03-03,32.2,21.3,76,28,2,0
2007-03-04,31.1,19.7,86,22,2.0625,0
2007-03-05,32,19.9,87,27,1.83333333333333,0
2007-03-06,32.6,20.4,83,25,1.53333333333333,0
2007-03-07,32.6,20.4,87,33,1.9875,1.4
2007-03-08,32.6,20.2,88,30,1.75833333333333,0
2007-03-09,32,20.1,88,33,1.77916666666667,17.8
2007-03-10,31.7,21.8,79,34,1.81666666666667,0.6
2007-03-11,30.5,21.1,88,42,1.775,2
2007-03-12,30.8,21,88,40,2.16666666666667,0.4
2007-03-13,31.6,21,88,35,1.82083333333333,0
2007-03-14,29.2,18.7,95,44,2.02173913043478,28.2
2007-03-15,29.6,18.8,92,42,2.01666666666667,0.2
2007-03-16,27.5,19.4,96,56,1.92916666666667,71.8
2007-03-17,26.5,18.8,92,56,1.79166666666667,6.2
2007-03-18,26.2,19,94,61,2.09166666666667,8.4
2007-03-19,24,19.9,95,69,2.6875,33.4
2007-03-20,25.4,18.4,86,53,2.47272727272727,0
2007-03-21,27.8,17.4,81,34,2.09583333333333,0
2007-03-22,25.5,19.4,82,54,1.65416666666667,0.2
2007-03-23,29.2,19.5,91,46,1.74166666666667,7.4
2007-03-24,30.7,18.4,96,32,1.625,0
2007-03-25,29.6,17.6,94,23,2.13333333333333,0
2007-03-26,30.9,17.4,91,28,2.05833333333333,0
2007-03-27,32.3,18.8,85,29,1.55833333333333,0
2007-03-28,33.2,19.6,86,25,1.20416666666667,0
2007-03-29,31.4,19.6,79,27,2.0875,0
2007-03-30,32.1,19.7,89,24,2.52916666666667,0
2007-03-31,32.1,21.2,88,32,1.30416666666667,3.6
2007-04-01,30.5,21.6,88,38,1.76666666666667,0
2007-04-02,32.1,20.5,87,32,1.925,6
2007-04-03,31.1,20.7,91,36,1.6125,0.2
2007-04-04,27.3,21,91,57,1.5625,0.6
2007-04-05,24.6,19.1,87,68,2.525,0.2
2007-04-06,21.8,18.1,84,69,2.30833333333333,0
2007-04-07,26.3,18.4,92,57,2.42083333333333,8.6
2007-04-08,24.6,18,95,69,1.50833333333333,32.4
2007-04-09,26.5,18.9,90,47,2.7125,0.2
2007-04-10,25.5,17.2,90,50,2.16666666666667,0.4
2007-04-11,28.8,17.9,89,41,2.47083333333333,0
2007-04-12,29.3,18.4,91,38,2.09166666666667,0
2007-04-13,25.9,19.9,87,59,1.74583333333333,0
2007-04-14,27.5,18.6,88,41,2.57916666666667,0
2007-04-15,28.7,18,91,37,2.10416666666667,0
2007-04-16,27.7,18.1,91,44,1.70416666666667,0
2007-04-17,26.5,18.2,89,46,2.20833333333333,0
2007-04-18,26.5,17.5,88,45,2.49166666666667,0
2007-04-19,27.2,18.4,87,46,2.8625,0
2007-04-20,28.5,18,88,39,2.59166666666667,0
2007-04-21,27.8,18.9,92,49,1.4,8.8
2007-04-22,26.6,17.9,95,57,1.4875,37
2007-04-23,28.7,19.1,94,46,1.51666666666667,9.8
2007-04-24,28.7,19.3,92,48,1.77916666666667,0
2007-04-25,29.5,20.1,90,44,1.97916666666667,0
2007-04-26,28.7,21.3,85,49,2.22083333333333,0.8
2007-04-27,22.5,14.9,94,77,3.1375,9.2
2007-04-28,18.8,14.1,93,64,3.3125,0.8
2007-04-29,22,16,84,62,2.55833333333333,0
2007-04-30,23.9,16.7,94,57,1.35416666666667,0
2007-05-01,25.4,15.1,90,26,2.02083333333333,0
2007-05-02,27.6,12.6,94,19,1.22916666666667,0.2
2007-05-03,24.6,17.7,81,45,1.86666666666667,0
2007-05-04,22.9,17.2,93,60,2.775,0.2
2007-05-05,26.9,16.3,89,41,2.6125,0
2007-05-06,26.1,16.3,87,38,1.43333333333333,0
2007-05-07,26.9,16.9,75,32,1.96666666666667,0
2007-05-08,27.1,16.7,83,37,1.5,0
2007-05-09,20.1,9.9,94,78,2.9625,13.6
2007-05-10,18.5,9.6,95,51,3.23333333333333,2.4
2007-05-11,22.9,11.1,90,47,2.97083333333333,0
2007-05-12,24.8,14.3,85,50,1.1875,0
2007-05-13,23.1,14.9,92,60,1.56818181818182,0
2007-05-14,23.2,18.1,91,57,2.1,3
2007-05-15,23.8,15.1,94,45,1.375,1.8
2007-05-16,27.7,15.5,89,30,1.81666666666667,0
2007-05-17,29.3,17.6,84,31,1.52916666666667,0
2007-05-18,28,17,95,40,1.51666666666667,0
2007-05-19,19.2,15.2,94,74,1.91666666666667,7.8
2007-05-20,21.4,14.6,94,67,2.77083333333333,1
2007-05-21,27.2,16.7,91,41,2.62916666666667,0
2007-05-22,22.5,16.7,94,58,1.76666666666667,18.8
2007-05-23,17.9,15.9,93,78,2.50416666666667,9.2
2007-05-24,16.4,10.3,90,56,2.275,0.2
2007-05-25,15.9,8.5,85,66,1.74583333333333,0
2007-05-26,21.2,10.6,92,34,2.1375,0
2007-05-27,19.3,13.1,85,58,1.79583333333333,0
2007-05-28,20.8,12.5,92,50,1.74583333333333,0
2007-05-29,17.7,11.8,91,71,1.91666666666667,0.8
2007-05-30,12.8,9.4,90,54,2.77391304347826,0.2
2007-05-31,17.5,8.9,93,53,2.66086956521739,0
2007-06-01,25.2,11,88,45,2.2625,0
2007-06-02,21.3,14,94,62,2.09583333333333,20
2007-06-03,20.1,14.4,94,46,2.32916666666667,3.6
2007-06-04,18.5,8.8,75,32,1.33333333333333,0
2007-06-05,21,6.6,97,29,0.9875,0.2
2007-06-06,23.6,8.5,90,21,1.01666666666667,0.2
2007-06-07,25.8,12.6,73,38,1.21666666666667,0
2007-06-08,27,15.3,86,37,0.916666666666667,0
2007-06-09,27.1,14.4,96,32,1.33333333333333,0
2007-06-10,26.6,15.1,86,38,1.42916666666667,0
2007-06-11,25.5,14.6,87,38,1.5875,0
2007-06-12,25.8,15.1,83,34,1.49166666666667,0
2007-06-13,26.2,15.3,79,28,1.85416666666667,0
2007-06-14,26.4,15.1,75,37,1.675,0
2007-06-15,27.2,16.6,74,35,2.23333333333333,0
2007-06-16,23.1,16,83,45,2,0
2007-06-17,27,15.3,89,41,2.2125,0
2007-06-18,27,15.9,92,29,1.05416666666667,0
2007-06-19,25.4,15.3,88,34,1.87083333333333,0
2007-06-20,25.2,13.3,95,34,1.95416666666667,0
2007-06-21,25.1,13.7,76,35,1.49166666666667,0
2007-06-22,24.8,14,81,36,1.48333333333333,0
2007-06-23,24.7,17.7,67,37,2.69166666666667,0
2007-06-24,25.3,15.9,85,36,2.07083333333333,0
2007-06-25,17.2,14.6,89,74,2.47916666666667,0
2007-06-26,24.4,13.5,91,38,1.97916666666667,0
2007-06-27,25.8,13.9,88,37,1.575,0
2007-06-28,24,16.1,93,51,1.45416666666667,2.8
2007-06-29,20.9,14.1,94,63,1.475,3.8
2007-06-30,23,13,95,34,1.67916666666667,0
2007-07-01,22.2,11,90,29,1.19166666666667,0
2007-07-02,22.8,11.6,90,37,1.56666666666667,0
2007-07-03,21.6,10.3,89,54,1.4375,0.2
2007-07-04,25.5,11.4,92,28,1.07083333333333,0
2007-07-05,27.3,13,84,30,1.25833333333333,0
2007-07-06,26.2,14.5,80,29,1.3,0
2007-07-07,26.1,17.5,74,31,2.07916666666667,0
2007-07-08,26.5,17.2,58,28,2.84166666666667,0
2007-07-09,27.5,14.2,80,25,1.27916666666667,0
2007-07-10,26.4,14.6,76,34,1.725,0
2007-07-11,22.2,12.9,87,49,2.22083333333333,0
2007-07-12,14.4,10.1,91,79,2.5375,0
2007-07-13,25.6,12.8,95,38,1.93333333333333,0
2007-07-14,26.2,15.8,75,34,1.32916666666667,0
2007-07-15,22.6,18.3,77,46,1.5,0.2
2007-07-16,18.3,13.4,95,77,2.00416666666667,30.4
2007-07-17,18.1,14.5,89,70,3.08333333333333,13
2007-07-18,17.3,14.2,91,74,3.6875,13.2
2007-07-19,19.1,10.6,91,43,0.916666666666667,0
2007-07-20,24,8.8,96,29,1.88333333333333,0.2
2007-07-21,27.2,10.8,87,23,1.02916666666667,0
2007-07-22,28.2,13.4,84,32,2.20416666666667,0
2007-07-23,24.1,13.1,94,46,2.8375,37.4
2007-07-24,15,13.1,95,82,2.01666666666667,13.8
2007-07-25,19.5,14.7,95,68,3.04166666666667,34.8
2007-07-26,16.1,9.1,84,56,2.04583333333333,0
2007-07-27,16.8,8.1,92,62,1.60833333333333,0
2007-07-28,11.5,8.4,94,75,2.32608695652174,0.4
2007-07-29,11.7,6.7,92,57,3.48333333333333,0.8
2007-07-30,15.7,5.1,90,43,2.92916666666667,0
2007-07-31,20.2,7.7,93,44,2,0
2007-08-01,26.1,10.8,87,34,1.02916666666667,0
2007-08-02,25.3,13.4,83,32,1.2875,0
2007-08-03,24,12.7,90,41,1.8375,0
2007-08-04,26.3,13.2,83,32,1.41666666666667,0
2007-08-05,21.3,13.1,93,48,1.88333333333333,0
2007-08-06,25.3,13.9,89,43,2.98695652173913,0
2007-08-07,28,14.3,82,28,1.99166666666667,0
2007-08-08,23.6,13.7,85,40,2.175,0
2007-08-09,27.6,12.6,95,22,1.82916666666667,0
2007-08-10,27.2,15.4,80,23,1.775,0
2007-08-11,23.4,13.7,85,39,1.70833333333333,0
2007-08-12,20.8,13,88,53,3.02083333333333,0
2007-08-13,24.7,13.4,89,38,2.94166666666667,0
2007-08-14,25.9,14.2,85,32,1.47391304347826,0
2007-08-15,27.6,14.3,79,25,1.48333333333333,0
2007-08-16,27.1,13.5,78,23,1.175,0
2007-08-17,21.4,13.2,88,39,2.0875,0
2007-08-18,25.2,11.9,89,36,2.12916666666667,0
2007-08-19,23.1,13.7,87,46,2.47083333333333,0
2007-08-20,27,13.4,89,28,1.98333333333333,0
2007-08-21,18.8,12.3,92,60,2.54166666666667,0
2007-08-22,22.7,11.5,87,47,2.25833333333333,0
2007-08-23,27.7,11.7,96,32,2.3375,0
2007-08-24,28.3,14.9,76,23,2.2125,0
2007-08-25,29.9,16.4,60,15,1.69583333333333,0
2007-08-26,31.5,16.5,60,15,1.99583333333333,0
2007-08-27,28.2,15.9,88,24,2.17083333333333,0
2007-08-28,16.1,12.3,92,73,2.65,0
2007-08-29,18,11.7,93,71,2.6875,0
2007-08-30,17.5,14.3,93,79,2.26666666666667,0
2007-08-31,28.1,15.6,89,37,2.43333333333333,0
2007-09-01,28.7,14.9,94,32,1.51666666666667,0
2007-09-02,29.9,15.1,94,34,1.35652173913043,13.2
2007-09-03,27.3,15.4,94,47,2.51666666666667,1.2
2007-09-04,28.6,16.4,87,30,1.64166666666667,0
2007-09-05,28.2,15.9,88,30,1.85,0
2007-09-06,29.3,16.4,81,27,1.79583333333333,0
2007-09-07,29,16.7,75,27,1.59583333333333,0
2007-09-08,29.6,15.9,75,21,1.75833333333333,0
2007-09-09,26.8,13.7,86,30,1.83333333333333,0
2007-09-10,27.6,14.6,89,25,1.88333333333333,0
2007-09-11,27,14.9,87,27,2.24166666666667,0
2007-09-12,26.6,14.6,91,25,2.3,0
2007-09-13,27.6,15,87,27,1.96666666666667,0
2007-09-14,29.8,15.6,87,20,1.90416666666667,0
2007-09-15,30.4,17.6,60,22,1.72083333333333,0
2007-09-16,30.2,17.3,79,18,2.1625,0
2007-09-17,22.1,15.9,89,60,2.8375,0
2007-09-18,26.1,14.7,84,42,3.625,0
2007-09-19,30,14.7,89,33,1.84166666666667,0
2007-09-20,33.7,18.8,74,23,1.7125,0
2007-09-21,27,17.6,87,33,2.1875,0
2007-09-22,30.8,18,87,34,1.97083333333333,0
2007-09-23,33.5,18.2,85,19,2.35416666666667,0
2007-09-24,29,14.9,88,29,2.67916666666667,1
2007-09-25,14.9,11.5,89,57,3.9,0
2007-09-26,18.2,12.1,83,60,3.97083333333333,0
2007-09-27,28,12.8,87,39,2.9375,0
2007-09-28,27.9,16.8,84,41,1.94166666666667,1.2
2007-09-29,20.2,15.2,93,69,2.6125,0.4
2007-09-30,17.4,14.1,85,70,3.14583333333333,0
2007-10-01,22.6,14,82,50,3.65,0
2007-10-02,25.1,14.3,84,44,3.14166666666667,0
2007-10-03,24.5,13.5,87,40,2.49166666666667,0
2007-10-04,25.7,13,91,35,2.71666666666667,0
2007-10-05,30,13.9,91,26,1.85416666666667,0
2007-10-06,31.8,16.1,85,23,1.49166666666667,0
2007-10-07,33.9,18.8,81,16,1.73333333333333,0
2007-10-08,27.4,17.3,81,42,2.77083333333333,0
2007-10-09,30.1,16.4,83,32,2.86666666666667,0
2007-10-10,32.7,17.1,85,22,1.70416666666667,0
2007-10-11,31.4,17.1,85,23,1.87916666666667,0
2007-10-12,33.7,16.4,84,18,1.9625,0
2007-10-13,29.8,20.1,78,31,1.4125,0
2007-10-14,26.3,17.4,90,37,2.87083333333333,0.8
2007-10-15,24,17.2,93,65,2.02083333333333,2.8
2007-10-16,32.3,18.2,91,31,2.1,0
2007-10-17,25.4,17.4,89,55,1.9,0.4
2007-10-18,23.7,16.2,89,56,2.5125,0.2
2007-10-19,19.7,15.7,93,79,1.75,1.4
2007-10-20,31.7,16.7,92,25,1.92083333333333,0
2007-10-21,34.1,17.7,90,22,2.78333333333333,0.2
2007-10-22,24.3,17.4,92,57,2.49166666666667,19.2
2007-10-23,19,15.6,91,77,2.47916666666667,1
2007-10-24,16.9,15.2,94,87,1.82083333333333,39.8
2007-10-25,18.6,15.9,94,85,2.31666666666667,13.4
2007-10-26,27,17.5,93,49,2.02083333333333,1.4
2007-10-27,30,19.1,93,42,1.42083333333333,21.4
2007-10-28,28.7,19,89,51,1.67916666666667,0
2007-10-29,34.2,19.7,85,26,1.80833333333333,0
2007-10-30,29.3,19.6,91,48,2.59583333333333,2.8
2007-10-31,33.2,19.3,87,32,2.15833333333333,0.2
2007-11-01,32.5,19.6,84,36,2.81666666666667,9
2007-11-02,29.4,19.9,92,42,2.675,3.2
2007-11-03,27.9,18.8,94,54,3.05833333333333,41.6
2007-11-04,21.4,17.5,91,56,2.50833333333333,20.2
2007-11-05,18.6,15.3,92,58,2.47916666666667,1.2
2007-11-06,24,16.7,88,64,2.50833333333333,0
2007-11-07,27.5,18.5,90,44,1.52083333333333,1.4
2007-11-08,29.1,17,94,43,1.93333333333333,29
2007-11-09,28.6,17.8,84,40,2.0625,2.2
2007-11-10,25.4,19.8,81,60,3.56666666666667,0.4
2007-11-11,25.5,18.7,89,56,3.13333333333333,12
2007-11-12,19.3,16,92,77,2.47916666666667,4
2007-11-13,25,15.4,88,59,3.67916666666667,0
2007-11-14,28.1,17.5,90,43,2.41666666666667,3.2
2007-11-15,21.3,16.6,94,83,1.575,24.8
2007-11-16,18.7,13.5,93,63,3.3875,7
2007-11-17,23.8,15.1,86,58,4.02083333333333,0
2007-11-18,29.7,16.8,85,34,3.01666666666667,0
2007-11-19,23.7,17,94,64,1.575,26.4
2007-11-20,27.2,17.7,92,42,1.95416666666667,0
2007-11-21,24.6,16.3,86,46,2.72083333333333,0
2007-11-22,22.6,13.5,86,32,3.46666666666667,0
2007-11-23,26.2,14.4,82,43,2.90833333333333,0
2007-11-24,30.2,14.9,90,30,2.25416666666667,0
2007-11-25,27.5,20,82,47,1.7375,0.4
2007-11-26,28.6,19.4,94,43,1.475,24
2007-11-27,21.4,16.4,89,66,2.32916666666667,0.4
2007-11-28,25.1,13.4,88,34,2.47083333333333,0
2007-11-29,24.3,13.6,83,39,2.8,0
2007-11-30,26.2,15.4,80,42,2.6125,0
2007-12-01,27.4,14.9,85,33,2.15833333333333,0
2007-12-02,30.6,15.4,85,15,1.92083333333333,0
