"data","temp_max_dia","temp_min_dia","umidade_max_dia","umidade_min_dia","vento_medio_dia","chuva_total_dia"
2014-06-20,16.5,12.6,91,71,2.0625,0
2014-06-21,18.7,14,88,66,2.04583333333333,0
2014-06-22,22.4,14.8,88,53,2.1875,0
2014-06-23,24.5,13.9,95,40,1.32916666666667,0
2014-06-24,26.1,13.4,91,31,0.6875,0.2
2014-06-25,26.2,14.7,85,26,1.00416666666667,0
2014-06-26,26.5,14.5,82,32,0.954166666666666,0
2014-06-27,27.3,15.2,88,31,0.825,0
2014-06-28,27.5,15.8,83,30,0.866666666666667,0
2014-06-29,22.5,17.2,75,51,2.15833333333333,0
2014-06-30,22,12.3,86,31,3.67916666666667,0
2014-07-01,22.7,11.9,65,14,2.025,0
2014-07-02,26.6,12.2,60,30,0.841666666666667,0
2014-07-03,29.1,16.9,74,23,0.795833333333334,0
2014-07-04,29.7,16,80,24,0.670833333333333,0
2014-07-05,27.1,16,71,29,0.975,0
2014-07-06,25.6,15.9,69,28,1.89166666666667,0
2014-07-07,22.8,15.8,79,44,0.729166666666667,0
2014-07-08,18.8,15.5,94,72,1.3375,6.2
2014-07-09,19.5,14.2,91,64,2.2125,0.8
2014-07-10,18.6,14.1,95,73,1.6375,6.8
2014-07-11,18.1,13.6,94,64,2.08333333333333,0.6
2014-07-12,19.7,13.7,90,58,2.675,0
2014-07-13,21.6,13.6,87,44,2.7625,0
2014-07-14,20.6,12.7,90,41,2.7375,0
2014-07-15,21.8,12.8,91,39,2.21666666666667,0
2014-07-16,24.4,12.1,92,32,0.875,0
2014-07-17,27,14.1,84,29,1.26666666666667,0
2014-07-18,22.6,16.4,70,42,2.02083333333333,0
2014-07-19,19.9,12,80,31,1.78333333333333,0
2014-07-20,13,12.2,78,71,1.7,0
2014-07-21,NA,NA,NA,NA,NA,NA
2014-07-22,NA,NA,NA,NA,NA,NA
2014-07-23,NA,NA,NA,NA,NA,NA
2014-07-24,NA,NA,NA,NA,NA,NA
2014-07-25,NA,NA,NA,NA,NA,NA
2014-07-26,NA,NA,NA,NA,NA,NA
2014-07-27,NA,NA,NA,NA,NA,NA
2014-07-28,17,14.6,83,71,2.91428571428571,0
2014-07-29,19.1,13.4,87,53,3.72083333333333,0
2014-07-30,22.3,12.5,87,41,2.67916666666667,0
2014-07-31,24.1,11.4,96,34,0.954166666666667,0
2014-08-01,26.4,12.2,85,27,1.075,0
2014-08-02,27.2,14.7,89,25,1.3,0
2014-08-03,29,14.3,82,16,0.908333333333333,0
2014-08-04,29.5,15.4,60,19,1.925,0
2014-08-05,24.5,11.4,90,31,3.20416666666667,0.2
2014-08-06,23.4,9.9,82,19,3.30833333333333,0
2014-08-07,27.8,9.4,80,16,0.775,0
2014-08-08,20.8,15.2,89,35,1.42083333333333,0
2014-08-09,20,15,94,63,2.1875,0.2
2014-08-10,25.6,14,92,32,1.39583333333333,0
2014-08-11,27.8,14.1,83,17,1.25,0
2014-08-12,30.3,15,64,20,1.0875,0
2014-08-13,23.7,10.5,91,35,1.92916666666667,13.8
2014-08-14,12.5,9.1,94,75,3.3875,1.6
2014-08-15,20,12.1,88,58,3.12916666666667,0
2014-08-16,22,14.1,88,55,2.76666666666667,0.8
2014-08-17,23.8,14.3,96,51,1.1875,9.4
2014-08-18,24.4,16.4,94,50,1.07083333333333,0
2014-08-19,21.4,12.9,87,51,1.7,0
2014-08-20,23.8,13.2,92,30,2.57916666666667,0
2014-08-21,28.7,14.1,87,23,2.0625,0
2014-08-22,29.2,14.6,69,22,1.175,0
2014-08-23,29.2,15.2,66,23,1.41666666666667,0
2014-08-24,30.7,15.2,65,13,1.55416666666667,0
2014-08-25,31.2,15.2,56,14,1.35416666666667,0
2014-08-26,25.2,18.7,78,26,0.779166666666667,3.4
2014-08-27,24,13.8,81,32,1.86666666666667,2
2014-08-28,21.2,11.3,85,46,2.29166666666667,0.2
2014-08-29,18.7,12,88,57,2.49166666666667,0
2014-08-30,25.1,13.4,84,34,2.25833333333333,0
2014-08-31,31.2,13.9,91,20,2.44583333333333,0.4
2014-09-01,26.2,15.1,92,40,2.23333333333333,10.6
2014-09-02,30.4,16.1,86,30,0.779166666666667,0
2014-09-03,25.9,15.1,93,49,2.67083333333333,17.6
2014-09-04,18.7,14.1,91,57,3.1875,0.6
2014-09-05,22.1,13,84,35,4.09583333333333,0
2014-09-06,27.4,11.4,87,24,2.45416666666667,0
2014-09-07,28.9,13.9,74,26,1.50416666666667,0
2014-09-08,28.1,17.4,77,28,2.15833333333333,0
2014-09-09,31.1,16.1,82,12,1.81666666666667,0
2014-09-10,31.4,18.6,46,13,2.52916666666667,0
2014-09-11,33,18.2,80,14,1.45833333333333,0
2014-09-12,29.3,16.8,81,19,1.71666666666667,0
2014-09-13,29.5,14.6,85,14,2.50416666666667,0
2014-09-14,32.2,15.5,85,17,1.39583333333333,0
2014-09-15,32.3,17.8,66,19,1.68333333333333,0
2014-09-16,25.5,16.5,80,36,2.08333333333333,0
2014-09-17,22.8,15.2,82,53,2.82083333333333,0
2014-09-18,26.7,15.8,86,42,2.5125,0
2014-09-19,22.7,17,93,69,2.01666666666667,3.2
2014-09-20,22.8,18.5,87,59,2.92916666666667,1.6
2014-09-21,22.5,16.4,92,59,2.17916666666667,3.6
2014-09-22,21.6,12.7,86,40,2.80833333333333,0.4
2014-09-23,29,11.9,85,23,2.875,0
2014-09-24,32.4,15.9,83,21,2.17916666666667,0
2014-09-25,27.2,17.7,82,44,1.40416666666667,0
2014-09-26,27,17.4,94,50,2.05416666666667,20.4
2014-09-27,20.8,17.3,92,73,1.0125,0.2
2014-09-28,25.5,17.2,90,56,2.52083333333333,0
2014-09-29,31.1,18.1,95,35,1.74583333333333,2
2014-09-30,30.1,19.4,86,35,1.4875,0
2014-10-01,30.2,18.7,86,35,2.88333333333333,2.2
2014-10-02,19.5,14.4,92,67,3.53333333333333,1.2
2014-10-03,20.5,11.8,91,40,3.61666666666667,0.2
2014-10-04,19.3,11.2,89,41,4.10833333333333,0.2
2014-10-05,21.6,11.1,81,34,3.4625,0
2014-10-06,25.4,11,84,25,3.25,0
2014-10-07,26.2,13.8,84,24,1.64166666666667,0
2014-10-08,28.3,14.5,84,22,1.5875,0
2014-10-09,32,15.5,67,14,1.55833333333333,0
2014-10-10,34.4,18.3,60,13,1.775,0
2014-10-11,33.7,20.2,74,13,1.3625,0
2014-10-12,35.1,18.5,73,12,1.59583333333333,0
2014-10-13,36.1,21.6,54,13,1.21666666666667,0
2014-10-14,30.8,19.2,84,32,1.49166666666667,0
2014-10-15,28.5,19.3,82,45,2.85416666666667,0
2014-10-16,34.9,18.2,82,26,2.8625,0
2014-10-17,38.4,19,89,12,1.99583333333333,3.8
2014-10-18,30.3,18.8,89,34,1.94583333333333,0
2014-10-19,35.8,19.8,80,20,2.725,0.2
2014-10-20,24.7,17.9,86,54,2.47083333333333,4.4
2014-10-21,20,14.9,94,53,3.09583333333333,1.2
2014-10-22,21,15.1,84,59,3.45,0
2014-10-23,29.1,15.4,83,35,2.80833333333333,0
2014-10-24,32,16.6,87,27,1.94166666666667,0
2014-10-25,26.3,18.3,85,46,1.5625,0
2014-10-26,27.2,18.1,92,45,1.37083333333333,11.6
2014-10-27,25.9,16.8,91,37,2.3875,0
2014-10-28,27.9,14.3,85,20,2.14583333333333,0
2014-10-29,32,14.9,87,15,2.09166666666667,0
2014-10-30,34,18.9,65,21,1.93333333333333,0
2014-10-31,34,23.2,66,24,2.64583333333333,0
2014-11-01,33,20.1,88,31,2.40833333333333,13.8
2014-11-02,30.3,19.7,88,42,1.95,0
2014-11-03,30.8,19.7,90,39,1.96666666666667,6.2
2014-11-04,25.7,20.5,90,55,1.34583333333333,6.8
2014-11-05,21.4,18.3,95,78,1.975,26.6
2014-11-06,27.2,17.7,92,52,1.92916666666667,0
2014-11-07,30.4,18.4,90,37,1.49583333333333,0
2014-11-08,25.9,18.3,92,53,2.18333333333333,12.8
2014-11-09,25.6,18.6,88,49,2.45833333333333,0
2014-11-10,27,16.8,84,38,2.88333333333333,0
2014-11-11,28.6,15.2,86,33,2.87916666666667,0
2014-11-12,26.8,17,87,46,2,0
2014-11-13,30.5,18.8,92,38,1.95416666666667,4.8
2014-11-14,20.3,15.1,92,51,2.65416666666667,1.6
2014-11-15,23.2,14.7,92,42,3.36666666666667,0.4
2014-11-16,24.7,15.9,82,39,3.05833333333333,0
2014-11-17,24.3,13.4,79,38,2.65416666666667,0
2014-11-18,27.7,14.1,77,29,3.10833333333333,0
2014-11-19,30.9,15.1,83,23,2.2125,0
2014-11-20,28.1,18.7,71,33,1.97083333333333,0
2014-11-21,33.1,18.9,72,24,1.80833333333333,0
2014-11-22,27.8,22.1,78,44,1.49166666666667,0.4
2014-11-23,27.3,20.3,89,49,1.54166666666667,2.2
2014-11-24,29.7,18.5,92,42,2.65416666666667,0.4
2014-11-25,30.5,20.3,94,41,1.75416666666667,23.6
2014-11-26,27.4,20,91,56,1.97916666666667,18.8
2014-11-27,24.3,19.9,91,63,1.53333333333333,1.2
2014-11-28,26.1,17.9,85,46,2.52916666666667,0
2014-11-29,25.3,18,85,52,3.17083333333333,0
2014-11-30,27.4,17.7,83,46,2.475,2
2014-12-01,31.5,19.2,89,34,1.68333333333333,1.4
2014-12-02,29.4,19.5,82,35,1.93333333333333,0
2014-12-03,30.2,21,71,35,3.375,0
2014-12-04,26.6,16,90,46,1.89166666666667,4.4
2014-12-05,20.9,16.1,91,61,2.57916666666667,0
2014-12-06,28.2,16.3,87,41,2.37916666666667,0
2014-12-07,32.1,17.8,84,28,1.775,0
2014-12-08,31.7,20.4,77,28,1.43333333333333,0
2014-12-09,28.9,21.9,77,43,1.24583333333333,1.6
2014-12-10,27.5,19.2,91,50,1.6375,18.8
2014-12-11,29.2,19.9,88,44,2.0125,2.4
2014-12-12,30.3,19.7,92,38,1.4125,21.6
2014-12-13,22.7,19.8,91,71,2.25833333333333,5.8
2014-12-14,27.2,18,91,51,1.8375,7.8
2014-12-15,25.2,16.4,82,41,2.8625,0
2014-12-16,27.1,15.4,81,43,2.97083333333333,0
2014-12-17,31.9,15.7,76,29,2.525,0
2014-12-18,32.8,19.2,78,25,1.40833333333333,0
2014-12-19,30.8,19.9,90,42,1.46666666666667,5.8
2014-12-20,31,20.2,90,37,2.58333333333333,4
2014-12-21,31,23.3,72,40,3.29583333333333,0
2014-12-22,30.3,21.2,93,48,3.15416666666667,17.8
2014-12-23,21.7,17.3,95,86,1.67916666666667,68
2014-12-24,21.4,16.8,94,72,1.8875,2.6
2014-12-25,30.8,18.3,93,45,1.54166666666667,28
2014-12-26,33,20,91,29,1.70833333333333,0
2014-12-27,34.6,21.1,85,23,1.32083333333333,0
2014-12-28,34,23.7,67,23,1.8375,0
2014-12-29,33,20,87,29,2.275,10
2014-12-30,30.9,19.7,91,37,2.05416666666667,5.8
2014-12-31,31.7,22.1,63,32,3.09583333333333,0
2015-01-01,32.5,23.8,65,34,2.66666666666667,0
2015-01-02,33.4,24.4,70,32,2.5,0.2
2015-01-03,30,22.2,86,53,2.14583333333333,1.4
2015-01-04,28.9,21.5,86,46,1.71666666666667,0
2015-01-05,28.4,20.9,88,50,2.15,12.6
2015-01-06,30.4,20.2,86,34,1.85,0
2015-01-07,33.6,18.7,94,28,1.48333333333333,46.4
2015-01-08,33.3,19.5,94,32,1.4625,5
2015-01-09,33.6,21.7,83,26,1.2625,0
2015-01-10,34.2,22.2,71,27,1.59583333333333,3.6
2015-01-11,35.1,22.8,80,31,1.79583333333333,0
2015-01-12,35.4,21.2,81,25,1.82083333333333,1
2015-01-13,35,21.3,74,25,1.57916666666667,1.6
2015-01-14,34.1,21.2,85,30,1.50416666666667,0.2
2015-01-15,33,21.4,83,31,1.6125,5.4
2015-01-16,33.3,22.3,83,34,1.83333333333333,0
2015-01-17,35.6,22.1,82,22,1.5125,0
2015-01-18,36.2,23.3,80,23,1.6,4
2015-01-19,36.6,22.8,82,19,1.62083333333333,1.4
2015-01-20,36.7,23.3,76,14,1.63333333333333,0
2015-01-21,31.1,22.6,83,37,2.15416666666667,0.4
2015-01-22,26.4,19,93,47,1.84166666666667,30.6
2015-01-23,26.3,18.5,91,51,1.9375,16.4
2015-01-24,29.6,18.8,86,39,1.84583333333333,0
2015-01-25,31.1,18.2,84,33,2.2375,0
2015-01-26,29.1,18.7,92,44,2.1875,21.8
2015-01-27,28.7,20.6,79,47,1.83333333333333,1.2
2015-01-28,29.8,21.2,90,46,1.6,4
2015-01-29,29.3,21.6,80,43,3.20416666666667,0.2
2015-01-30,27.2,21,86,57,2.26666666666667,0.4
2015-01-31,24.3,18.6,91,67,2.49583333333333,0.6
2015-02-01,28.5,20.8,87,50,2.48333333333333,2.2
2015-02-02,26.7,20.8,91,57,1.55833333333333,4.4
2015-02-03,31.3,18,91,28,1.20833333333333,3.4
2015-02-04,24.1,19.9,88,63,1.11666666666667,0.4
2015-02-05,22.7,18.3,92,69,2.05,25.2
2015-02-06,25.8,18.6,94,55,1.25833333333333,16
2015-02-07,29,16.8,91,37,0.925,10
2015-02-08,30,18.6,91,35,2.07916666666667,0
2015-02-09,31,18.9,95,37,1.72916666666667,30.6
2015-02-10,29.2,20.4,89,53,1.825,0.4
2015-02-11,30.4,20.6,90,46,2.45,2.4
2015-02-12,32.6,23.1,80,36,2.225,0
2015-02-13,32.2,22.5,83,38,1.71666666666667,0
2015-02-14,32.2,20.1,94,33,2.11666666666667,17.2
2015-02-15,27.6,20.2,88,52,1.4,0.2
2015-02-16,27.2,18,95,50,1.3,77
2015-02-17,28.1,19.5,95,49,1.4,33.8
2015-02-18,26.4,19.9,91,59,1.95416666666667,9
2015-02-19,28.5,20.6,80,51,2.72916666666667,0
2015-02-20,28.2,21.7,77,49,2.21666666666667,0
2015-02-21,31.1,21.5,83,37,1.91666666666667,0
2015-02-22,31,20.3,84,28,2.28333333333333,0
2015-02-23,31.7,20.7,85,32,1.98333333333333,0
2015-02-24,32,20,86,31,1.68333333333333,1.4
2015-02-25,29.5,18.6,92,47,1.2125,31.6
2015-02-26,30.4,19.1,90,34,1.40416666666667,3.2
2015-02-27,31.4,20.5,85,33,1.375,0
2015-02-28,28,19.7,89,50,2.475,3
2015-03-01,26.3,18.3,85,46,3.32083333333333,0
2015-03-02,29.6,17.3,85,31,3.1375,0
2015-03-03,29.9,19.5,84,37,2.38333333333333,0
2015-03-04,31.1,18.9,87,35,1.88333333333333,0
2015-03-05,31.5,19.9,85,33,1.34583333333333,0
2015-03-06,28.9,18.2,95,46,1.55833333333333,34.6
2015-03-07,27,19.4,95,58,1.34583333333333,62.6
2015-03-08,24.6,19.5,94,69,0.791666666666667,11.4
2015-03-09,23.3,19.5,95,73,1.80416666666667,78.2
2015-03-10,26.6,20.1,88,58,1.775,1
2015-03-11,27.9,20,89,50,2.35416666666667,10.6
2015-03-12,26.4,19,88,58,1.21666666666667,1.6
2015-03-13,27,20,91,53,1.20833333333333,12.8
2015-03-14,28.3,19.7,91,47,0.533333333333333,0.6
2015-03-15,27.5,18.4,94,51,0.779166666666667,22.2
2015-03-16,30.1,18.5,94,36,0.691666666666667,21.2
2015-03-17,26.2,18.5,91,52,1.87916666666667,1.6
2015-03-18,24.2,19.7,86,52,2.04583333333333,3.2
2015-03-19,27.6,19.1,90,48,1.45833333333333,7
2015-03-20,28.2,18.5,90,42,1.51666666666667,14.6
2015-03-21,25.5,18.4,89,57,1.07916666666667,1.2
2015-03-22,23.2,18.2,91,65,1.22916666666667,20.4
2015-03-23,23.3,17.1,91,54,2.20833333333333,0.2
2015-03-24,26.7,17.4,85,46,2.47083333333333,0
2015-03-25,28.1,17.2,86,38,2.52916666666667,0
2015-03-26,29.6,18.3,85,34,1.6375,0
2015-03-27,30.8,19.5,80,25,0.966666666666667,0
2015-03-28,30.4,20.2,76,36,1.34583333333333,0
2015-03-29,26.8,20.2,87,58,1.80833333333333,0.8
2015-03-30,25.7,18.8,93,63,1.29583333333333,17.8
2015-03-31,29.1,20.1,84,40,2.275,1.2
2015-04-01,28.1,19.2,82,39,1.69166666666667,0
2015-04-02,26.3,18.4,83,42,2.43333333333333,0.2
2015-04-03,27.6,16.5,85,41,2.56666666666667,0
2015-04-04,29.7,18,82,34,2.52083333333333,0
2015-04-05,26.6,20.2,82,51,1.71666666666667,0
2015-04-06,28.4,18.5,83,40,3.80833333333333,0
2015-04-07,20.1,16,93,58,2.79583333333333,7.2
2015-04-08,24.4,14.8,83,45,2.875,0
2015-04-09,25.6,16.1,85,44,2.175,0
2015-04-10,25.5,17.2,87,46,2.25416666666667,0
2015-04-11,28.6,17.8,84,33,1.97916666666667,0
2015-04-12,25.7,16.8,90,45,1.47916666666667,0
2015-04-13,26.2,18.1,80,49,2.1125,0
2015-04-14,28.8,18.5,83,35,2.1375,0
2015-04-15,27.5,18.4,93,48,1.9375,23.8
2015-04-16,27.4,18.6,93,51,1.26666666666667,37.6
2015-04-17,26.8,17.5,90,46,2.0375,0
2015-04-18,29.1,18.2,89,47,1.82916666666667,0
2015-04-19,27.5,19.6,92,57,1.30833333333333,18.8
2015-04-20,29.3,19.2,93,48,0.991666666666667,0.8
2015-04-21,29.4,20.2,85,50,2.12916666666667,0.8
2015-04-22,21.5,18.9,91,80,1.42916666666667,15.2
2015-04-23,24.9,18.6,88,63,2.3,0
2015-04-24,28.4,19.5,86,44,1.85416666666667,0
2015-04-25,23.4,17.3,79,47,2.2875,0
2015-04-26,23.9,16.1,88,50,2.50416666666667,1
2015-04-27,25.3,16.6,83,42,2.475,0
2015-04-28,27.1,17.2,85,34,2.1,0
2015-04-29,23.1,16.9,82,52,2.1625,0
2015-04-30,18.6,14.8,83,67,2.66666666666667,0
2015-05-01,22.5,13.8,83,52,2.32916666666667,0
2015-05-02,26.5,14.8,86,39,1.69166666666667,0
2015-05-03,26.3,16,92,48,1.5375,0
2015-05-04,22.5,18,90,50,2.07916666666667,11
2015-05-05,20.3,16.7,90,72,2.125,0
2015-05-06,20.6,16,88,65,2.34583333333333,0
2015-05-07,22.2,15.8,88,45,1.69166666666667,0.2
2015-05-08,19,13.9,84,53,3.06666666666667,0
2015-05-09,26.4,13.7,85,31,2.02916666666667,0
2015-05-10,21.8,14.5,91,61,1.32916666666667,21.4
2015-05-11,20.6,16.5,91,62,2.50416666666667,0.6
2015-05-12,22.2,14.3,89,47,1.94166666666667,0.6
2015-05-13,18.6,14.8,91,64,2.05,2
2015-05-14,20.9,14.3,87,60,2.4875,0
2015-05-15,21.5,13.9,87,52,1.93333333333333,0
2015-05-16,22.3,13.2,88,40,1.88333333333333,0
2015-05-17,22.5,15.8,85,52,1.8625,0
2015-05-18,21.4,16.7,85,64,1.4875,0
2015-05-19,23,17.6,86,58,1.85833333333333,0.6
2015-05-20,23.4,16,89,51,1.97916666666667,0
2015-05-21,24.9,16.4,85,48,1.76666666666667,0
2015-05-22,25.4,16.4,87,46,1.77083333333333,0
2015-05-23,25.1,16,84,46,1.425,0
2015-05-24,26.3,18,72,47,2.44583333333333,0
2015-05-25,27.8,17.4,83,37,0.991666666666667,0
2015-05-26,25,19.7,84,57,1.32916666666667,0
2015-05-27,27.2,18.9,86,42,2.20416666666667,0
2015-05-28,23.2,17,86,56,3.2125,6.4
2015-05-29,21.8,15.4,88,49,1.82083333333333,2
2015-05-30,23,13.1,82,35,1.6375,0
2015-05-31,18.3,13.5,90,47,0.841666666666667,7.4
2015-06-01,18,15.3,92,75,0.841666666666667,1.2
2015-06-02,17.5,15.1,91,78,1.37916666666667,0.6
2015-06-03,21.6,15.1,86,62,1.69166666666667,0
2015-06-04,24.3,14.6,93,47,1.12916666666667,0
2015-06-05,24.7,14.1,91,41,1.1375,0.2
2015-06-06,26.2,14,89,39,1.025,0
2015-06-07,26.3,16,79,36,1.2125,0
2015-06-08,26.2,15.3,82,35,0.9,0
2015-06-09,26.1,15.3,78,34,0.775,0
2015-06-10,26.2,15.5,77,31,1.025,0
2015-06-11,26.8,17.2,63,33,2.7875,0
2015-06-12,22.8,17,87,48,1.8,0
2015-06-13,27.6,15.5,90,31,2.00833333333333,0
2015-06-14,27.3,18.4,63,37,2.85416666666667,0
2015-06-15,22.9,12.9,90,55,1.48333333333333,9.4
2015-06-16,18.1,12.3,89,65,1.01666666666667,0.2
2015-06-17,25.3,14.3,91,52,0.845833333333333,0
2015-06-18,26.3,16,92,50,2.1,2.6
2015-06-19,18.3,13.3,90,71,2.85833333333333,1.4
2015-06-20,20.1,12.5,87,54,3.725,0
2015-06-21,24.6,12.8,90,42,1.77916666666667,0
2015-06-22,24.5,13.1,90,32,1.07083333333333,0
2015-06-23,26.1,15.9,82,29,1.19583333333333,0
2015-06-24,17.8,12.9,89,71,2.8625,3.8
2015-06-25,17.4,12.4,90,62,3.19166666666667,0.4
2015-06-26,20.9,12.3,83,45,3.24166666666667,0
2015-06-27,20.8,11,86,39,2.02916666666667,0
2015-06-28,21.5,11.5,90,33,0.8875,0
2015-06-29,24.5,11.1,85,32,1,0
2015-06-30,25.2,13.7,82,33,2.12083333333333,0
2015-07-01,20.4,16.4,89,60,1.55,1.8
2015-07-02,19.8,15.3,91,68,1.63333333333333,0
2015-07-03,18.4,15.4,92,77,1.54166666666667,31.6
2015-07-04,21.4,11,90,66,2.23333333333333,6.2
2015-07-05,14.3,10.9,89,70,2.65,0.4
2015-07-06,20.8,11.7,87,57,2.1875,0
2015-07-07,20.6,14,91,72,1.22083333333333,4.6
2015-07-08,18.8,15.8,91,72,1.3125,0.2
2015-07-09,20.6,15.5,77,53,4.35833333333333,0
2015-07-10,25.4,13.9,89,42,1.12916666666667,0
2015-07-11,20.1,16.1,88,67,1.50833333333333,3
2015-07-12,27.5,14.1,88,37,1.1,0
2015-07-13,28.8,16.8,85,29,1.73333333333333,0
2015-07-14,29.1,18.5,61,28,1.975,0
2015-07-15,27.8,17.1,81,26,1.2,0
2015-07-16,25.8,16.3,88,48,1.82083333333333,0
2015-07-17,24.7,15.9,88,44,1.03333333333333,0
2015-07-18,24,15.3,79,42,0.825,0
2015-07-19,25.9,14.7,82,29,1.72083333333333,0
2015-07-20,25.3,14.9,65,38,1.88333333333333,0
2015-07-21,21.6,14,80,49,2.4875,0
2015-07-22,16,12.8,89,71,2.43333333333333,0.4
2015-07-23,20.7,14.2,86,62,2.825,0
2015-07-24,25.8,14.5,90,36,2.075,5.4
2015-07-25,17.4,14.7,91,82,0.704166666666667,13
2015-07-26,23,13.7,88,38,1.04583333333333,0
2015-07-27,23.2,11.1,85,22,0.891666666666666,0
2015-07-28,24.5,11.6,93,17,0.708333333333333,0
2015-07-29,24.6,11,89,28,0.829166666666667,0.2
2015-07-30,26.8,11.7,92,24,0.991666666666667,0
2015-07-31,26.6,13.7,93,30,0.991666666666666,0
2015-08-01,26.5,15.1,75,24,0.783333333333333,0
2015-08-02,26.3,13.7,73,29,1.19166666666667,0
2015-08-03,26.9,14.9,72,27,1.76666666666667,0
2015-08-04,27.9,15.3,69,23,1.05833333333333,0
2015-08-05,27.2,15.1,76,25,1.2875,0
2015-08-06,28.1,16.5,62,23,1.39583333333333,0
2015-08-07,28.9,15.6,65,23,1.2125,0
2015-08-08,28.1,16.3,66,24,1.375,0
2015-08-09,26.4,15.7,85,34,2.28333333333333,0
2015-08-10,27.5,15.5,85,29,1.9,0
2015-08-11,27.1,15.4,78,24,1.99166666666667,0
2015-08-12,26.7,14.1,83,27,1.25833333333333,0
2015-08-13,27.9,14.2,77,27,0.954166666666667,0
2015-08-14,27.5,15.5,73,28,1.22916666666667,0
2015-08-15,27.1,15.8,67,28,1.14166666666667,0
2015-08-16,27.8,16.5,67,26,1.44583333333333,0
2015-08-17,27.9,15.3,79,23,1.42916666666667,0
2015-08-18,26.6,16.9,69,27,1.72083333333333,0
2015-08-19,28.1,17.3,79,28,2.725,0
2015-08-20,19.7,14.8,81,54,2.22083333333333,0
2015-08-21,22.2,13.3,89,43,2.77916666666667,1
2015-08-22,26.1,14.3,83,33,1.85,0
2015-08-23,30,13.5,90,14,1.52916666666667,0.2
2015-08-24,20.4,15.4,84,53,1.97916666666667,0.2
2015-08-25,20.5,14.5,89,64,2.025,3
2015-08-26,24.2,14.9,90,48,1.875,0
2015-08-27,19.6,13.5,91,60,2.17083333333333,26.4
2015-08-28,21.6,12.9,86,46,1.69583333333333,0
2015-08-29,26.5,12.4,90,31,1.9375,0
2015-08-30,32.3,14.4,88,18,0.945833333333333,0
2015-08-31,32.1,16.6,73,22,1.13333333333333,0
2015-09-01,31.1,17.4,86,19,1.70416666666667,0.4
2015-09-02,20.2,14.1,86,59,2.55416666666667,0
2015-09-03,25.3,14.9,84,41,2.00416666666667,0
2015-09-04,19.3,15.2,86,59,1.8375,2.6
2015-09-05,18.6,14.5,85,66,3.07916666666667,0
2015-09-06,20,13.5,87,62,2.50833333333333,1.2
2015-09-07,24.8,15.2,92,61,1.4875,12.8
2015-09-08,19.2,16.1,92,79,1.1875,67.4
2015-09-09,22.9,16.2,91,51,2.4125,1
2015-09-10,26,14.1,92,49,1.125,4
2015-09-11,21.7,13.9,91,70,3.0125,54.6
2015-09-12,15.7,12.9,91,77,1.59166666666667,1
2015-09-13,16.4,12.6,90,73,1.68333333333333,0.4
2015-09-14,22.8,13.1,90,46,1.05833333333333,0
2015-09-15,30.2,15.5,85,36,2.25833333333333,0
2015-09-16,32.4,17.9,91,25,1.69583333333333,0
2015-09-17,32.9,20.2,66,24,1.70833333333333,0
2015-09-18,34.3,21.2,63,21,1.24583333333333,0
2015-09-19,35.4,20.8,75,11,1.34166666666667,0
2015-09-20,33.8,19.2,82,19,1.72916666666667,0
2015-09-21,32.9,17.6,86,15,1.6875,0
2015-09-22,33.5,19.3,59,16,1.02083333333333,0
2015-09-23,33.6,18.1,74,16,1.425,0
2015-09-24,35,20.6,45,13,1.75,0
2015-09-25,31.1,19,85,25,1.54583333333333,13.2
2015-09-26,25.3,18.3,90,60,1.6625,16.6
2015-09-27,30.6,18.4,90,35,1.77083333333333,11.2
2015-09-28,23.5,17.9,90,61,2.34583333333333,16
2015-09-29,27.2,17.7,88,48,1.975,0
2015-09-30,28.1,18.8,86,39,2.0375,7.6
2015-10-01,26.3,17.9,87,55,2.55416666666667,0.2
2015-10-02,32.4,19.5,85,29,2.1,0
2015-10-03,25.7,16.4,92,52,1.4875,24.8
2015-10-04,21.7,17.4,87,64,1.60833333333333,0
2015-10-05,22.5,15,84,54,2.7125,0
2015-10-06,24.6,14.8,83,50,3.2,0
2015-10-07,32.1,16.6,84,25,2.33333333333333,0
2015-10-08,33.8,19.3,78,21,2.19583333333333,0
2015-10-09,29.1,20,80,28,2.25833333333333,0
2015-10-10,28.1,19.8,80,41,2.23333333333333,0.4
2015-10-11,30.1,19.8,79,34,1.59583333333333,0
2015-10-12,29.6,19.3,79,35,1.51666666666667,0
2015-10-13,28.1,18.1,84,44,2.325,2.4
2015-10-14,28.7,18.4,86,48,2.30416666666667,0
2015-10-15,35.8,19.2,87,14,2.5,0
2015-10-16,36,21.6,77,13,1.5875,0.2
2015-10-17,29.4,18.1,81,47,2.62916666666667,0
2015-10-18,19.4,15.7,83,65,3.50833333333333,0
2015-10-19,27.4,15.6,85,45,2.6125,0
2015-10-20,35.2,17.4,87,24,2.6375,0
2015-10-21,32.2,21.4,78,32,2.60416666666667,0
2015-10-22,23.1,17.6,89,73,2.04166666666667,26.6
2015-10-23,27.5,18,83,48,1.8,0.2
2015-10-24,21.3,16.3,86,66,2.90833333333333,0
2015-10-25,19.2,16,85,73,2.68333333333333,0
2015-10-26,28.7,15.9,92,46,2.02083333333333,27.6
2015-10-27,28.6,19.5,89,48,1.01666666666667,0.4
2015-10-28,24.4,18.8,86,61,1.45416666666667,0
